Ball,Runs,Bowler,Batsman,Speed,Pitch Length,Pitch Line
19.2,1,M Hossain,KL Rahul,88.0 km/h,good length,on leg stump.
19.1,1,M Hossain,R Sharma,89.6 km/h,short length,going down leg.
18.6,4,R Hossain,KL Rahul,134.0 km/h,full length,just outside off stump.
18.5,1,R Hossain,R Sharma,136.9 km/h,good length,on middle stump.
18.4,1,R Hossain,KL Rahul,123.0 km/h,good length,going down leg.
18.3,0,R Hossain,KL Rahul,134.0 km/h,full length,just outside off stump.
18.2,2,R Hossain,KL Rahul,136.4 km/h,good length,on leg stump.
18.1,4,R Hossain,KL Rahul,133.5 km/h,full length,just outside off stump.
17.6,1,M Hossain,KL Rahul,87.9 km/h,good length,just outside off stump.
17.5,1,M Hossain,R Sharma,94.5 km/h,good length,going down leg.
17.4,1,M Hossain,KL Rahul,82.8 km/h,full length,on middle stump.
17.3,1,M Hossain,R Sharma,86.4 km/h,short length,on middle stump.
17.2,2,M Hossain,R Sharma,85.1 km/h,good length,going down leg.
17.1,0,M Hossain,R Sharma,91.4 km/h,short length,on middle stump.
16.6,1,S Al Hasan,R Sharma,83.9 km/h,good length,just outside off stump.
16.5,0,S Al Hasan,R Sharma,83.3 km/h,good length,just outside off stump.
16.4,1,S Al Hasan,KL Rahul,86.6 km/h,full length,outside off stump.
16.3,0,S Al Hasan,KL Rahul,80.0 km/h,good length,outside off stump.
16.2,0,S Al Hasan,KL Rahul,81.8 km/h,good length,just outside off stump.
16.1,0,S Al Hasan,KL Rahul,83.7 km/h,good length,on off stump.
15.6,0,M Mortaza,R Sharma,125.5 km/h,good length,just outside off stump.
15.5,3,M Mortaza,KL Rahul,124.3 km/h,short length,going down leg.
15.4,6,M Mortaza,KL Rahul,127.0 km/h,short length,just outside off stump.
15.3,0,M Mortaza,KL Rahul,126.3 km/h,good length,on off stump.
15.2,0,M Mortaza,KL Rahul,123.9 km/h,short length,on off stump.
15.1,1,M Mortaza,R Sharma,118.7 km/h,good length,going down leg.
14.6,1,S Al Hasan,R Sharma,85.2 km/h,good length,just outside off stump.
14.5,1,S Al Hasan,KL Rahul,81.1 km/h,short length,outside off stump.
14.4,1,S Al Hasan,R Sharma,85.2 km/h,good length,outside off stump.
14.3,0,S Al Hasan,R Sharma,84.4 km/h,good length,on off stump.
14.2,6,S Al Hasan,R Sharma,87.0 km/h,short length,on off stump.
14.1,0,S Al Hasan,R Sharma,77.7 km/h,good length,outside off stump.
13.6,0,M Mortaza,KL Rahul,127.4 km/h,short length,on off stump.
13.5,1,M Mortaza,R Sharma,115.9 km/h,short length,on off stump.
13.4,2,M Mortaza,R Sharma,126.4 km/h,short length,on off stump.
13.3,1,M Mortaza,KL Rahul,127.2 km/h,short length,just outside off stump.
13.2,0,M Mortaza,KL Rahul,125.0 km/h,short length,going down leg.
13.1,0,M Mortaza,KL Rahul,128.2 km/h,short length,on middle stump.
12.6,0,S Al Hasan,R Sharma,85.4 km/h,good length,on middle stump.
12.5,0,S Al Hasan,R Sharma,81.3 km/h,good length,outside off stump.
12.4,0,S Al Hasan,R Sharma,82.0 km/h,good length,just outside off stump.
12.3,0,S Al Hasan,R Sharma,84.1 km/h,good length,just outside off stump.
12.2,1,S Al Hasan,KL Rahul,81.0 km/h,short length,outside off stump.
12.1,0,S Al Hasan,KL Rahul,83.5 km/h,good length,just outside off stump.
11.6,1,M Mortaza,KL Rahul,120.1 km/h,short length,on middle stump.
11.5,0,M Mortaza,KL Rahul,116.7 km/h,full length,just outside off stump.
11.4,0,M Mortaza,KL Rahul,128.7 km/h,short length,on middle stump.
11.3,0,M Mortaza,KL Rahul,125.4 km/h,short length,on middle stump.
11.2,0,M Mortaza,KL Rahul,128.3 km/h,short length,on off stump.
11.1,1,M Mortaza,R Sharma,128.9 km/h,full length,just outside off stump.
10.6,0,S Al Hasan,KL Rahul,81.4 km/h,good length,just outside off stump.
10.6,1Wd,S Al Hasan,KL Rahul,,,
10.5,1,S Al Hasan,R Sharma,81.8 km/h,short length,on middle stump.
10.4,0,S Al Hasan,R Sharma,79.9 km/h,good length,just outside off stump.
10.3,0,S Al Hasan,R Sharma,79.7 km/h,good length,outside off stump.
10.2,0,S Al Hasan,R Sharma,82.7 km/h,good length,outside off stump.
10.1,0,S Al Hasan,R Sharma,79.2 km/h,good length,outside off stump.
9.6,0,M Mortaza,KL Rahul,124.8 km/h,full length,just outside off stump.
9.5,1,M Mortaza,R Sharma,114.3 km/h,short length,going down leg.
9.4,4,M Mortaza,R Sharma,128.0 km/h,good length,outside off stump.
9.3,1,M Mortaza,KL Rahul,126.2 km/h,good length,on middle stump.
9.2,0,M Mortaza,KL Rahul,125.8 km/h,good length,just outside off stump.
9.1,4,M Mortaza,KL Rahul,122.2 km/h,full length,outside off stump.
8.6,1,M Rahman,KL Rahul,122.0 km/h,good length,just outside off stump.
8.5,1,M Rahman,R Sharma,123.8 km/h,short length,on off stump.
8.4,0,M Rahman,R Sharma,131.5 km/h,short length,on middle stump.
8.3,0,M Rahman,R Sharma,129.1 km/h,good length,on middle stump.
8.2,4,M Rahman,R Sharma,140.7 km/h,full length,outside off stump.
8.2,5Nb,M Rahman,R Sharma,,,
8.1,1,M Rahman,KL Rahul,126.5 km/h,full length,on off stump.
7.6,1,M Saifuddin,KL Rahul,125.6 km/h,full length,going down leg.
7.5,0,M Saifuddin,KL Rahul,124.5 km/h,short length,on middle stump.
7.4,4,M Saifuddin,KL Rahul,124.1 km/h,good length,outside off stump.
7.3,4,M Saifuddin,KL Rahul,125.6 km/h,full length,going down leg.
7.2,1,M Saifuddin,R Sharma,125.6 km/h,good length,outside off stump.
7.1,1,M Saifuddin,KL Rahul,126.2 km/h,short length,going down leg.
6.6,0,M Rahman,R Sharma,124.7 km/h,good length,just outside off stump.
6.5,1,M Rahman,KL Rahul,130.9 km/h,full length,on middle stump.
6.4,0,M Rahman,KL Rahul,132.8 km/h,good length,just outside off stump.
6.3,1,M Rahman,R Sharma,130.7 km/h,good length,on middle stump.
6.2,0,M Rahman,R Sharma,127.7 km/h,short length,just outside off stump.
6.1,4,M Rahman,R Sharma,137.8 km/h,full length,outside off stump.
5.6,0,M Saifuddin,KL Rahul,129.0 km/h,full length,just outside off stump.
5.5,2,M Saifuddin,KL Rahul,129.3 km/h,good length,going down leg.
5.4,1,M Saifuddin,R Sharma,128.9 km/h,good length,on leg stump.
5.3,6,M Saifuddin,R Sharma,129.6 km/h,full length,outside off stump.
5.2,0,M Saifuddin,R Sharma,127.1 km/h,full length,just outside off stump.
5.1,0,M Saifuddin,R Sharma,128.5 km/h,full length,outside off stump.
4.6,1,M Rahman,R Sharma,128.7 km/h,short length,just outside off stump.
4.5,1Lb,M Rahman,KL Rahul,,,
4.4,1,M Rahman,R Sharma,135.4 km/h,short length,just outside off stump.
4.3,0,M Rahman,R Sharma,128.7 km/h,good length,outside off stump.
4.2,0,M Rahman,R Sharma,138.3 km/h,short length,just outside off stump.
4.1,0,M Rahman,R Sharma,139.6 km/h,full length,just outside off stump.
3.6,0,M Saifuddin,KL Rahul,128.4 km/h,good length,on middle stump.
3.5,4,M Saifuddin,KL Rahul,127.0 km/h,short length,going down leg.
3.4,0,M Saifuddin,KL Rahul,127.3 km/h,good length,outside off stump.
3.3,0,M Saifuddin,KL Rahul,128.8 km/h,short length,just outside off stump.
3.2,0,M Saifuddin,KL Rahul,129.0 km/h,short length,outside off stump.
3.1,0,M Saifuddin,KL Rahul,131.5 km/h,good length,outside off stump.
2.6,1,M Rahman,KL Rahul,134.1 km/h,short length,outside off stump.
2.5,1,M Rahman,R Sharma,126.7 km/h,short length,on middle stump.
2.4,0,M Rahman,R Sharma,128.9 km/h,short length,just outside off stump.
2.3,0,M Rahman,R Sharma,135.9 km/h,short length,outside off stump.
2.2,0,M Rahman,R Sharma,135.3 km/h,short length,just outside off stump.
2.1,1,M Rahman,KL Rahul,129.9 km/h,short length,outside off stump.
1.6,1,M Saifuddin,KL Rahul,125.9 km/h,full length,on leg stump.
1.5,0,M Saifuddin,KL Rahul,129.5 km/h,short length,just outside off stump.
1.4,0,M Saifuddin,KL Rahul,121.4 km/h,full length,just outside off stump.
1.3,0,M Saifuddin,KL Rahul,128.7 km/h,good length,outside off stump.
1.2,0,M Saifuddin,KL Rahul,127.7 km/h,good length,just outside off stump.
1.1,0,M Saifuddin,KL Rahul,127.3 km/h,good length,just outside off stump.
0.6,2,M Mortaza,R Sharma,115.5 km/h,good length,on off stump.
0.5,0,M Mortaza,R Sharma,131.8 km/h,short length,just outside off stump.
0.4,6,M Mortaza,R Sharma,130.2 km/h,short length,on middle stump.
0.3,0,M Mortaza,R Sharma,125.5 km/h,short length,outside off stump.
0.3,1Wd,M Mortaza,R Sharma,,,
0.2,1,M Mortaza,KL Rahul,125.1 km/h,short length,on middle stump.
0.1,0,M Mortaza,KL Rahul,122.7 km/h,good length,on off stump.
44.6,W,A Rashid,T Boult,79.6 km/h,good length,just outside off stump.
44.5,0,A Rashid,T Boult,75.7 km/h,good length,just outside off stump.
44.4,4,A Rashid,T Boult,77.6 km/h,good length,on middle stump.
44.3,0,A Rashid,T Boult,80.2 km/h,good length,going down leg.
44.2,0,A Rashid,T Boult,80.1 km/h,good length,outside off stump.
44.1,1,A Rashid,T Southee,78.2 km/h,full length,going down leg.
43.6,0,M Wood,T Boult,144.7 km/h,good length,going down leg.
43.5,0,M Wood,T Boult,138.6 km/h,full length,on off stump.
43.4,W,M Wood,M Henry,147.0 km/h,good length,on leg stump.
43.3,1,M Wood,T Southee,146.8 km/h,good length,on middle stump.
43.2,0,M Wood,T Southee,124.7 km/h,good length,outside off stump.
43.1,0,M Wood,T Southee,147.7 km/h,short length,on middle stump.
42.6,2B,A Rashid,M Henry,,,
42.5,1,A Rashid,T Southee,,,
42.4,0,A Rashid,T Southee,,,
42.3,0,A Rashid,T Southee,,,
42.2,1,A Rashid,M Henry,76.4 km/h,good length,outside off stump.
42.1,0,A Rashid,M Henry,75.4 km/h,full length,on off stump.
41.6,0,M Wood,T Southee,142.1 km/h,short length,going down leg.
41.5,0,M Wood,T Southee,145.4 km/h,short length,just outside off stump.
41.4,0,M Wood,T Southee,147.2 km/h,full length,on off stump.
41.3,0,M Wood,T Southee,141.9 km/h,short length,on middle stump.
41.2,1,M Wood,M Henry,143.8 km/h,short length,going down leg.
41.1,0,M Wood,M Henry,139.8 km/h,short length,just outside off stump.
40.6,1,A Rashid,M Henry,79.6 km/h,short length,going down leg.
40.5,0,A Rashid,M Henry,86.4 km/h,good length,outside off stump.
40.4,0,A Rashid,M Henry,,,
40.3,1,A Rashid,T Southee,,,
40.2,1,A Rashid,M Henry,78.7 km/h,good length,going down leg.
40.1,1,A Rashid,T Southee,76.1 km/h,full length,outside off stump.
39.6,0,M Wood,M Henry,128.6 km/h,good length,going down leg.
39.5,0,M Wood,M Henry,142.9 km/h,good length,just outside off stump.
39.4,1,M Wood,T Southee,145.4 km/h,short length,outside off stump.
39.4,1Wd,M Wood,T Southee,,,
39.3,3,M Wood,M Henry,145.3 km/h,full length,just outside off stump.
39.2,W,M Wood,M Santner,,,
39.1,0,M Wood,M Santner,143.3 km/h,good length,just outside off stump.
38.6,1,L Plunkett,M Santner,131.7 km/h,short length,going down leg.
38.5,1,L Plunkett,T Southee,130.5 km/h,full length,going down leg.
38.4,0,L Plunkett,T Southee,128.3 km/h,good length,just outside off stump.
38.3,W,L Plunkett,T Latham,128.5 km/h,short length,on leg stump.
38.2,0,L Plunkett,T Latham,128.8 km/h,good length,on off stump.
38.1,0,L Plunkett,T Latham,117.2 km/h,full length,on off stump.
37.6,4,C Woakes,M Santner,136.0 km/h,good length,outside off stump.
37.5,1,C Woakes,T Latham,134.9 km/h,good length,just outside off stump.
37.4,0,C Woakes,T Latham,129.3 km/h,good length,on middle stump.
37.3,4,C Woakes,T Latham,134.5 km/h,full length,on leg stump.
37.2,2,C Woakes,T Latham,132.2 km/h,good length,outside off stump.
37.1,0,C Woakes,T Latham,133.2 km/h,good length,going down leg.
36.6,0,B Stokes,M Santner,140.5 km/h,full length,going down leg.
36.5,0,B Stokes,M Santner,137.0 km/h,short length,just outside off stump.
36.4,1,B Stokes,T Latham,138.5 km/h,short length,outside off stump.
36.3,0,B Stokes,T Latham,132.6 km/h,short length,outside off stump.
36.2,0,B Stokes,T Latham,133.7 km/h,good length,just outside off stump.
36.1,1,B Stokes,M Santner,138.2 km/h,short length,on off stump.
35.6,3,C Woakes,M Santner,133.8 km/h,short length,on leg stump.
35.5,0,C Woakes,M Santner,134.0 km/h,good length,just outside off stump.
35.4,0,C Woakes,M Santner,,,
35.3,1,C Woakes,T Latham,134.7 km/h,good length,just outside off stump.
35.2,0,C Woakes,T Latham,136.7 km/h,full length,just outside off stump.
35.1,0,C Woakes,T Latham,133.2 km/h,good length,just outside off stump.
34.6,0,B Stokes,M Santner,110.8 km/h,short length,outside off stump.
34.5,0,B Stokes,M Santner,136.7 km/h,short length,just outside off stump.
34.4,0,B Stokes,M Santner,135.3 km/h,full length,just outside off stump.
34.3,1,B Stokes,T Latham,141.0 km/h,short length,on off stump.
34.2,0,B Stokes,T Latham,143.9 km/h,short length,outside off stump.
34.1,0,B Stokes,T Latham,116.0 km/h,good length,just outside off stump.
33.6,1,C Woakes,T Latham,128.6 km/h,short length,going down leg.
33.5,4,C Woakes,T Latham,122.0 km/h,full length,just outside off stump.
33.4,0,C Woakes,T Latham,131.1 km/h,short length,on off stump.
33.3,1,C Woakes,M Santner,133.8 km/h,full length,just outside off stump.
33.2,1,C Woakes,T Latham,128.9 km/h,short length,on middle stump.
33.1,0,C Woakes,T Latham,131.5 km/h,good length,going down leg.
32.6,0,B Stokes,M Santner,144.9 km/h,short length,on off stump.
32.5,0,B Stokes,M Santner,133.8 km/h,full length,on middle stump.
32.4,0,B Stokes,M Santner,136.7 km/h,short length,just outside off stump.
32.3,1,B Stokes,T Latham,136.8 km/h,good length,on off stump.
32.2,1,B Stokes,M Santner,119.3 km/h,good length,outside off stump.
32.1,1Lb,B Stokes,T Latham,,,
31.6,0,J Archer,M Santner,140.3 km/h,short length,on middle stump.
31.5,0,J Archer,M Santner,137.4 km/h,full length,just outside off stump.
31.4,1,J Archer,T Latham,141.3 km/h,good length,on middle stump.
31.3,0,J Archer,T Latham,138.1 km/h,good length,just outside off stump.
31.2,0,J Archer,T Latham,146.8 km/h,short length,just outside off stump.
31.1,0,J Archer,T Latham,138.6 km/h,short length,outside off stump.
30.6,0,B Stokes,M Santner,143.7 km/h,short length,on middle stump.
30.5,1,B Stokes,T Latham,127.6 km/h,short length,on middle stump.
30.4,1,B Stokes,M Santner,131.9 km/h,good length,outside off stump.
30.3,1,B Stokes,T Latham,122.6 km/h,good length,going down leg.
30.2,0,B Stokes,T Latham,128.7 km/h,good length,just outside off stump.
30.1,0,B Stokes,T Latham,136.3 km/h,short length,just outside off stump.
29.6,0,J Archer,M Santner,139.3 km/h,good length,just outside off stump.
29.5,0,J Archer,M Santner,135.4 km/h,full length,on leg stump.
29.4,0,J Archer,M Santner,132.8 km/h,short length,just outside off stump.
29.3,0,J Archer,M Santner,136.2 km/h,good length,on middle stump.
29.2,0,J Archer,M Santner,138.2 km/h,good length,just outside off stump.
29.1,1Lb,J Archer,T Latham,,,
29.1,1Wd,J Archer,T Latham,,,
28.6,0,B Stokes,M Santner,134.9 km/h,good length,on off stump.
28.6,1Wd,B Stokes,M Santner,,,
28.5,0,B Stokes,M Santner,135.7 km/h,short length,outside off stump.
28.4,0,B Stokes,M Santner,130.6 km/h,short length,just outside off stump.
28.3,1,B Stokes,T Latham,132.6 km/h,short length,outside off stump.
28.2,0,B Stokes,T Latham,128.9 km/h,short length,just outside off stump.
28.1,W,B Stokes,C de Grandhomme,129.3 km/h,short length,on middle stump.
27.6,0,M Wood,T Latham,149.0 km/h,short length,on middle stump.
27.5,1,M Wood,C de Grandhomme,148.0 km/h,short length,just outside off stump.
27.4,0,M Wood,C de Grandhomme,144.7 km/h,short length,on leg stump.
27.3,0,M Wood,C de Grandhomme,125.1 km/h,short length,outside off stump.
27.2,0,M Wood,C de Grandhomme,146.1 km/h,short length,just outside off stump.
27.1,1,M Wood,T Latham,142.9 km/h,good length,just outside off stump.
26.6,1Lb,L Plunkett,T Latham,,,
26.5,1,L Plunkett,C de Grandhomme,131.2 km/h,short length,outside off stump.
26.4,0,L Plunkett,C de Grandhomme,132.4 km/h,short length,going down leg.
26.3,0,L Plunkett,C de Grandhomme,133.6 km/h,short length,just outside off stump.
26.2,0,L Plunkett,C de Grandhomme,129.8 km/h,full length,on off stump.
26.1,0,L Plunkett,C de Grandhomme,131.8 km/h,full length,going down leg.
25.6,0,M Wood,T Latham,,,
25.5,0,M Wood,T Latham,,,
25.4,1,M Wood,C de Grandhomme,,,
25.3,0,M Wood,C de Grandhomme,,,
25.2,0,M Wood,C de Grandhomme,,,
25.1,W,M Wood,J Neesham,,,
24.6,0,L Plunkett,T Latham,128.6 km/h,good length,on off stump.
24.5,4,L Plunkett,T Latham,128.6 km/h,good length,outside off stump.
24.4,1,L Plunkett,J Neesham,130.4 km/h,short length,on middle stump.
24.3,0,L Plunkett,J Neesham,129.7 km/h,short length,on middle stump.
24.2,1,L Plunkett,T Latham,129.1 km/h,short length,going down leg.
24.2,1Wd,L Plunkett,T Latham,,,
24.1,1,L Plunkett,J Neesham,129.8 km/h,short length,on off stump.
23.6,1,M Wood,J Neesham,146.8 km/h,good length,going down leg.
23.5,3,M Wood,T Latham,129.9 km/h,full length,on middle stump.
23.4,2,M Wood,T Latham,141.5 km/h,short length,on middle stump.
23.3,1Lb,M Wood,J Neesham,,,
23.2,0,M Wood,J Neesham,143.6 km/h,short length,on off stump.
23.1,0,M Wood,J Neesham,142.3 km/h,short length,on off stump.
22.6,2,L Plunkett,T Latham,128.2 km/h,short length,going down leg.
22.5,0,L Plunkett,T Latham,127.8 km/h,good length,on off stump.
22.4,0,L Plunkett,T Latham,130.8 km/h,good length,just outside off stump.
22.3,1,L Plunkett,J Neesham,129.9 km/h,good length,just outside off stump.
22.2,0,L Plunkett,J Neesham,129.0 km/h,good length,on off stump.
22.1,1,L Plunkett,T Latham,126.0 km/h,short length,going down leg.
21.6,1,J Root,T Latham,95.0 km/h,good length,on leg stump.
21.5,1,J Root,J Neesham,84.9 km/h,good length,going down leg.
21.4,4,J Root,J Neesham,89.9 km/h,good length,outside off stump.
21.3,1,J Root,T Latham,93.1 km/h,short length,outside off stump.
21.2,0,J Root,T Latham,85.5 km/h,full length,just outside off stump.
21.1,0,J Root,T Latham,92.9 km/h,good length,just outside off stump.
20.6,1,A Rashid,T Latham,75.7 km/h,good length,just outside off stump.
20.5,2,A Rashid,T Latham,76.4 km/h,full length,on middle stump.
20.4,4,A Rashid,T Latham,86.4 km/h,good length,outside off stump.
20.3,0,A Rashid,T Latham,76.1 km/h,good length,just outside off stump.
20.2,2,A Rashid,T Latham,76.1 km/h,good length,on off stump.
20.1,1,A Rashid,J Neesham,80.0 km/h,good length,outside off stump.
19.6,1,J Root,J Neesham,90.3 km/h,full length,on off stump.
19.5,0,J Root,J Neesham,88.9 km/h,good length,just outside off stump.
19.4,1,J Root,T Latham,94.4 km/h,good length,going down leg.
19.3,0,J Root,T Latham,82.5 km/h,good length,going down leg.
19.2,1,J Root,J Neesham,82.8 km/h,good length,going down leg.
19.1,0,J Root,J Neesham,90.0 km/h,good length,going down leg.
18.6,4,A Rashid,T Latham,78.0 km/h,good length,outside off stump.
18.5,1,A Rashid,J Neesham,85.0 km/h,good length,outside off stump.
18.4,1,A Rashid,T Latham,82.4 km/h,good length,on leg stump.
18.3,1,A Rashid,J Neesham,75.9 km/h,good length,going down leg.
18.2,2,A Rashid,J Neesham,76.0 km/h,good length,going down leg.
18.1,0,A Rashid,J Neesham,83.7 km/h,short length,outside off stump.
17.6,1,J Root,J Neesham,,,
17.5,1,J Root,T Latham,87.4 km/h,full length,just outside off stump.
17.4,2,J Root,T Latham,92.1 km/h,good length,going down leg.
17.3,1,J Root,J Neesham,90.9 km/h,good length,on leg stump.
17.2,0,J Root,J Neesham,88.1 km/h,good length,just outside off stump.
17.1,0,J Root,J Neesham,91.5 km/h,short length,just outside off stump.
16.6,1,L Plunkett,J Neesham,130.7 km/h,good length,on leg stump.
16.5,0,L Plunkett,J Neesham,132.3 km/h,full toss,outside off stump.
16.4,1W,L Plunkett,R Taylor,128.7 km/h,short length,on middle stump.
16.3,0,L Plunkett,R Taylor,,,
16.2,0,L Plunkett,R Taylor,132.4 km/h,short length,just outside off stump.
16.1,0,L Plunkett,R Taylor,131.2 km/h,good length,outside off stump.
15.6,2,M Wood,T Latham,150.1 km/h,good length,on off stump.
15.5,1,M Wood,R Taylor,149.6 km/h,short length,on middle stump.
15.4,0,M Wood,R Taylor,142.9 km/h,good length,just outside off stump.
15.3,4,M Wood,R Taylor,143.4 km/h,short length,just outside off stump.
15.2,0,M Wood,R Taylor,,,
15.1,W,M Wood,R Taylor,,,
14.6,1Lb,L Plunkett,R Taylor,,,
14.5,2,L Plunkett,R Taylor,,,
